Player66OnsetTimes,13.1530,15.2196,16.2109,17.0819,18.0324,20.2738,21.4912,22.3787,24.2225,25.3664,26.3096,28.2320,29.3527,30.1101,31.7809,32.9087,33.8958,36.1975,37.4845,38.2790,39.6810,40.8132,42.0056,44.5438,45.8629,46.4440,47.7562,48.8945,51.2617,52.5724,53.1743,54.6543,55.9598,57.2011,59.8155,61.2246,61.7724,62.7162,65.0324,66.3990,67.1776,68.6070,69.7421,70.8400,72.1434,73.5310,74.8728,75.9852,76.9874,77.9745,80.2239,81.4484,81.9203,82.9602,84.0418,86.4150,87.7383,88.2458,89.2210,90.1569,91.1603,92.2388,93.3305,94.3824,95.3849,96.3522,97.3315,98.3527,99.4023,100.4551,101.4934,102.5033,103.5027,104.5119,105.5385,106.5715,107.6086,108.6341
Player67OnsetTimes,12.9027,14.9798,16.1480,17.2000,18.1993,20.2738,21.3797,22.2693,24.2706,25.4942,26.4046,28.1368,29.1979,30.0276,31.9384,33.1321,34.0151,35.9852,37.1928,38.1383,39.9625,41.2067,42.2143,44.1827,45.3450,46.1923,48.2377,49.5619,50.3976,52.0826,53.3141,54.4169,56.8533,58.2904,58.9601,60.1870,61.3522,62.5914,64.0626,65.5336,67.0382,68.4194,69.6959,70.9630,72.3310,73.6699,74.9034,75.9552,76.9564,77.9903,79.1673,80.4106,81.6871,83.0051,84.3009,85.5148,86.7022,87.9241,89.2370,90.4764,91.5391,92.4668,93.3602,94.3058,95.3391,96.4275,97.5026,98.5367,99.5329,100.5209,101.5245,102.5432,103.5791,104.6204,105.6451,106.6519,107.6553,108.6796
Player68OnsetTimes,13.4008,14.9554,15.7650,16.8288,18.1026,19.4105,21.7617,23.2816,24.0218,25.0033,26.0979,27.3323,28.6214,30.0501,31.4370,32.6447,33.9077,35.2814,36.5909,38.0915,39.4833,40.8015,42.1976,43.5261,44.7643,46.1456,47.6605,49.0826,50.4130,51.6767,54.2785,55.7598,56.3552,57.3798,59.5519,60.8915,61.6920,63.2721,64.5547,65.5980,67.9849,69.3626,69.9899,71.2217,72.3951,73.5621,74.7784,75.9246,77.0483,78.1302,79.2764,80.4414,81.6545,82.9747,84.3171,85.5626,86.7669,87.9711,89.2523,90.4764,91.5391,92.4817,93.3910,94.3512,95.3849,96.4586,97.5177,98.5367,99.5329,100.5362,101.5562,102.5902,103.6347,104.6507,105.6451,106.6519,107.6711,108.6958
Player69OnsetTimes,12.6986,14.7660,16.0830,17.2943,18.3415,20.2974,21.3055,22.1791,24.3078,25.5988,26.4879,28.0771,29.0807,29.9557,32.0319,33.2863,34.0976,35.8602,37.0044,38.0426,40.1506,41.4749,42.3452,43.9281,45.0029,47.0690,48.3485,49.0358,50.5565,51.7745,53.9968,55.3224,56.0395,57.5713,58.8083,59.9439,62.4979,63.9066,64.5394,65.5496,67.8340,69.1732,69.8484,71.2217,72.4427,73.5473,74.6570,75.7555,76.8942,78.0367,79.2285,80.3947,81.5927,82.8842,84.2252,85.4827,86.6862,87.8915,89.1747,90.3989,91.4760,92.4199,93.3305,94.2740,95.3023,96.3824,97.4565,98.4914,99.4851,100.4716,101.4784,102.5033,103.5486,104.5906,105.6143,106.6210,107.6243,108.6341
Player70OnsetTimes,13.3653,14.9199,15.7531,16.8403,18.1267,19.4344,21.7617,23.2701,24.0088,25.0033,26.1098,27.3438,28.6214,30.0388,31.4370,32.6447,33.9077,35.2814,36.6039,38.1029,39.4833,40.8015,42.1976,43.5261,44.7643,46.1456,47.6605,49.0826,50.4130,51.6767,54.2785,55.7598,56.3552,57.3798,59.5519,60.8915,61.6920,63.2721,64.5547,65.5980,67.9849,69.3626,69.9899,71.2217,72.3951,73.5621,74.7784,75.9246,77.0483,78.1302,79.2764,80.4414,81.6545,82.9747,84.3171,85.5626,86.7669,87.9711,89.2523,90.4764,91.5391,92.4817,93.3910,94.3512,95.3849,96.4586,97.5177,98.5367,99.5329,100.5362,101.5562,102.5902,103.6347,104.6507,105.6451,106.6519,107.6711,108.6958
Player71OnsetTimes,13.7048,14.7397,15.3271,17.7716,19.3722,19.9909,20.9732,23.1280,24.4184,25.0033,26.5748,27.7823,28.7009,30.8533,32.1655,32.7538,34.1573,35.4119,36.4994,39.2090,40.6229,41.0763,42.0994,44.2142,45.4377,46.2393,48.1416,49.4184,50.3052,52.1461,53.4298,54.4829,56.7156,58.0744,58.8316,60.3447,61.5880,62.7013,65.2694,66.6485,67.2533,68.3273,70.4925,71.7781,72.5216,73.2144,75.2904,76.6159,77.2834,78.2861,79.1673,81.0846,82.2892,83.0524,84.6262,85.7195,86.5893,88.5650,89.8606,90.5381,91.0537,91.8428,92.9861,94.3058,95.5381,96.5486,97.3953,98.2478,99.2308,100.3436,101.4784,102.5592,103.5486,104.4953,105.4593,106.4912,107.5586,108.6139
Player72OnsetTimes,12.8789,14.9554,16.1480,17.2243,18.2239,20.2738,21.3558,22.2423,24.2960,25.5404,26.4392,28.1130,29.1511,30.0043,31.9847,33.1922,34.0389,35.9311,37.1227,38.1147,40.0439,41.2996,42.2464,44.0853,45.2182,46.1302,48.3639,49.7455,50.4933,51.8882,53.0459,55.5435,56.9634,57.5713,58.7156,60.9736,62.3088,62.9639,64.4778,65.6615,66.8375,69.3626,70.7591,71.3144,72.4263,73.4512,74.5637,75.7245,76.9255,78.0991,79.2617,80.3797,81.5411,82.8372,84.2098,85.5000,86.7188,87.9241,89.1747,90.3844,91.4519,92.4045,93.3305,94.2906,95.3234,96.3976,97.4565,98.4761,99.4665,100.4551,101.4631,102.5033,103.5486,104.5906,105.6143,106.6210,107.6243,108.6341
Player73OnsetTimes,13.4360,14.9798,15.7650,16.8058,18.0792,19.4105,21.7976,23.3171,24.0337,24.9560,26.0381,27.2961,28.6345,30.0858,31.4725,32.6447,33.8842,35.2579,36.5909,38.1029,39.4947,40.8132,42.1976,43.5261,44.7473,46.1302,47.6605,49.0982,50.4290,51.6767,54.2468,55.7293,56.3401,57.4289,59.6129,60.9243,61.6920,63.2061,64.4934,65.5823,66.8225,68.2047,69.6796,71.1457,72.5842,73.8304,74.9424,75.9246,76.9410,78.0526,79.2929,80.5362,81.7662,83.0370,84.3171,85.5472,86.7669,88.0013,89.2986,90.5233,91.5863,92.5113,93.4069,94.3668,95.4163,96.5039,97.5630,98.5662,99.5475,100.5362,101.5562,102.6060,103.6506,104.6823,105.6915,106.6813,107.6863,108.7114
Player74OnsetTimes,13.4478,14.9920,15.7650,16.8058,18.0792,19.4105,21.7976,23.3171,24.0337,24.9560,26.0381,27.2961,28.6345,30.0858,31.4725,32.6447,33.8842,35.2579,36.5909,38.1029,39.4947,40.8132,42.1976,43.5261,44.7473,46.1302,47.6605,49.0982,50.4290,51.6767,54.2468,55.7293,56.3401,57.4289,59.6129,60.9243,61.6920,63.2061,64.4934,65.5823,66.8225,68.2047,69.6796,71.1457,72.5842,73.8304,74.9424,75.9246,76.9410,78.0526,79.2929,80.5362,81.7662,83.0370,84.3171,85.5472,86.7669,88.0013,89.2986,90.5233,91.5863,92.5113,93.4069,94.3668,95.4163,96.5039,97.5630,98.5662,99.5475,100.5362,101.5562,102.6060,103.6506,104.6823,105.6915,106.6813,107.6863,108.7114
Player75OnsetTimes,12.6037,15.1831,16.5705,17.4809,18.1749,19.8385,20.9610,22.1669,23.4751,24.7777,26.2746,27.6756,28.8448,30.0276,31.2687,33.7048,35.1044,35.7055,36.5796,38.9236,40.3110,41.0085,42.5400,43.6904,45.5817,46.8003,47.6768,49.4662,50.7286,52.5561,53.5546,55.1041,56.1497,58.0277,59.2100,60.0213,62.0081,63.3650,64.3667,66.1964,67.4854,68.3726,70.2270,71.5162,72.4744,73.3881,74.4994,75.7245,77.0029,78.1918,79.3262,80.3947,82.6655,83.9764,84.5318,85.4518,87.4102,88.6275,89.3763,90.0490,90.9477,92.1292,93.3910,94.5365,95.5073,96.3824,97.2858,98.2917,99.3860,100.5045,101.5730,102.5592,103.5174,104.4953,105.5204,106.5887,107.6392,108.6646
Player76OnsetTimes,12.9027,14.9798,16.1480,17.2000,18.1993,20.2738,21.3797,22.2693,24.2706,25.4942,26.4046,28.1368,29.1979,30.0276,31.9384,33.1321,34.0151,35.9852,37.1928,38.1383,39.9625,41.2067,42.2143,44.1827,45.3450,46.1923,48.2377,49.5619,50.3976,52.0826,53.3141,54.4169,56.8533,58.2904,58.9601,60.1870,61.3522,62.5914,64.0626,65.5336,67.0382,68.4194,69.6959,70.9630,72.3310,73.6699,74.9034,75.9552,76.9564,77.9903,79.1673,80.4106,81.6871,83.0051,84.3009,85.5148,86.7022,87.9241,89.2370,90.4764,91.5391,92.4668,93.3602,94.3058,95.3391,96.4275,97.5026,98.5367,99.5329,100.5209,101.5245,102.5432,103.5791,104.6204,105.6451,106.6519,107.6553,108.6796
Player77OnsetTimes,12.5565,15.1351,16.5592,17.5049,18.1993,19.8268,20.9196,23.3406,24.6834,25.1209,26.3333,27.4643,29.6810,30.9944,31.5912,32.5609,34.8071,36.1975,36.8163,38.3753,39.5530,41.6825,42.9761,43.6090,44.7967,47.2955,48.7152,49.2247,50.1736,52.2742,53.6494,54.5919,56.4956,57.7775,58.6690,60.5841,61.9468,62.8708,64.9092,66.1568,67.0225,68.7942,70.0353,70.9782,73.1342,74.4042,75.0067,75.9086,77.6331,78.6449,79.2764,80.6603,81.7821,82.8372,85.1457,86.3986,86.8935,87.8619,88.9326,90.1259,91.3121,92.4045,93.3761,94.2740,95.2079,96.2278,97.3160,98.3992,99.4507,100.4551,101.4311,102.4246,103.4564,104.5119,105.5533,106.5715,107.5749,108.5790
Player78OnsetTimes,12.8315,14.9081,16.1369,17.2475,18.2477,20.2502,21.3172,22.2269,24.3315,25.5869,26.4627,28.0656,29.0807,29.9693,32.0446,33.2863,34.0866,35.8365,36.9924,38.0559,40.1796,41.4888,42.3291,43.8809,44.9564,47.0864,48.3953,49.0668,50.5084,51.6935,53.9814,55.3685,56.1026,57.5564,58.7471,59.8798,62.5302,63.9850,64.6024,65.5000,67.6790,69.0564,69.8330,71.3774,72.6152,73.6090,74.5957,75.6467,76.8337,78.0526,79.2929,80.4569,81.5927,82.8372,84.1645,85.4518,86.7022,87.9397,89.2054,90.3989,91.4519,92.4045,93.3305,94.2906,95.3234,96.3976,97.4565,98.4761,99.4665,100.4551,101.4784,102.5273,103.5639,104.5906,105.5990,106.6052,107.6243,108.6489
Player79OnsetTimes,12.7715,14.8497,16.1252,17.2709,18.2835,20.2622,21.3055,22.2024,24.3199,25.5988,26.4754,28.0656,29.0692,29.9557,32.0560,33.3107,34.1093,35.8365,36.9691,38.0309,40.1912,41.5156,42.3452,43.8653,44.9249,47.0864,48.4278,49.1134,50.5084,51.6585,53.9508,55.3685,56.1180,57.5713,58.7619,59.8973,62.5136,63.9693,64.6024,65.5336,67.7254,69.0725,69.8176,71.3296,72.5683,73.5934,74.6108,75.6631,76.8337,78.0526,79.2929,80.4569,81.5927,82.8372,84.1645,85.4518,86.7022,87.9397,89.2054,90.3989,91.4519,92.4045,93.3305,94.2906,95.3234,96.3976,97.4565,98.4761,99.4665,100.4551,101.4784,102.5273,103.5639,104.5906,105.5990,106.6052,107.6243,108.6489
Player80OnsetTimes,13.5650,15.1114,15.8003,16.7481,17.9962,20.7329,21.9888,22.5520,23.6629,25.6774,27.0293,27.7586,28.9399,30.0388,31.1713,33.5278,34.9635,35.6589,36.6744,39.0298,40.3110,40.8943,42.3604,43.5576,45.6429,46.9412,47.7403,49.2719,50.4603,52.5086,53.6810,54.4666,56.3246,57.6999,58.7322,60.7922,62.1187,62.9019,64.6884,65.9197,66.9457,69.0880,70.3973,71.1457,72.7869,73.9396,74.7933,75.5845,77.6487,78.9048,79.5359,80.5676,82.4414,83.5871,84.2708,85.6863,86.8148,87.8319,88.9693,90.1873,91.3581,92.4199,93.3602,94.2595,95.2233,96.2763,97.3634,98.4290,99.4507,100.4397,101.4311,102.4409,103.4710,104.5119,105.5533,106.5715,107.5931,108.6139
Player81OnsetTimes,12.5687,15.1468,16.5592,17.4920,18.1874,19.8385,20.9493,22.1552,23.4751,24.7892,26.2866,27.6869,28.8566,30.0388,31.2687,33.7048,35.1044,35.7055,36.5796,38.9236,40.3110,41.0085,42.5400,43.6904,45.5817,46.8003,47.6768,49.4662,50.7286,52.5561,53.5546,55.1041,56.1497,58.0277,59.2100,60.0213,62.0081,63.3650,64.3667,66.1964,67.4854,68.3726,70.2270,71.5162,72.4744,73.3881,74.4994,75.7245,77.0029,78.1918,79.3262,80.3947,82.6655,83.9764,84.5318,85.4518,87.4102,88.6275,89.3763,90.0490,90.9477,92.1292,93.3910,94.5365,95.5073,96.3824,97.2858,98.2917,99.3860,100.5045,101.5730,102.5592,103.5174,104.4953,105.5204,106.5887,107.6392,108.6646
Player82OnsetTimes,12.8429,14.9199,16.1369,17.2358,18.2360,20.2622,21.3426,22.2423,24.3078,25.5520,26.4392,28.1017,29.1401,29.9929,31.9847,33.2040,34.0514,35.9195,37.0992,38.0915,40.0553,41.3346,42.2620,44.0381,45.1704,46.1302,48.4588,49.8424,50.5245,51.7912,54.0595,55.3685,56.0395,57.4915,58.7322,59.9134,62.5758,64.0155,64.6024,65.4674,67.6400,69.0412,69.8484,71.4235,72.6460,73.5934,74.5637,75.6161,76.8189,78.0681,79.3105,80.4569,81.5927,82.8372,84.1645,85.4518,86.7022,87.9397,89.2054,90.3989,91.4519,92.4045,93.3305,94.2906,95.3234,96.3976,97.4565,98.4761,99.4665,100.4551,101.4631,102.5033,103.5486,104.5906,105.6143,106.6210,107.6243,108.6341
Player83OnsetTimes,13.9626,14.9920,15.3854,17.4459,18.9876,19.8502,20.8853,23.2588,24.6117,25.1096,26.4160,27.5463,28.5846,31.0880,32.4866,32.9087,33.8375,36.1057,37.4257,38.2790,39.7398,40.8584,42.0056,44.4483,45.7509,46.3966,47.8341,48.9898,51.2190,52.4620,53.0783,54.7005,56.0707,57.2770,59.7075,61.0516,61.6761,62.8556,64.0626,66.5710,68.0480,68.6388,69.6485,71.7781,73.1342,73.8151,74.9905,75.8620,77.6166,78.6612,79.2929,80.6603,81.7662,82.8225,85.1613,86.4150,86.8935,87.8467,88.9158,90.1090,91.3121,92.4199,93.3910,94.2906,95.2233,96.2439,97.3160,98.3992,99.4507,100.4551,101.4311,102.4246,103.4564,104.5119,105.5533,106.5715,107.5749,108.5790
Player84OnsetTimes,12.7404,14.8120,16.1071,17.2827,18.3061,20.2622,21.2938,22.1905,24.3315,25.6105,26.4879,28.0656,29.0692,29.9557,32.0560,33.3107,34.1093,35.8365,36.9691,38.0309,40.1912,41.5156,42.3452,43.8653,44.9249,47.0864,48.4278,49.1134,50.5084,51.6585,53.9508,55.3685,56.1180,57.5713,58.7619,59.8973,62.5136,63.9693,64.6024,65.5336,67.7254,69.0880,69.8330,71.3144,72.5529,73.5934,74.6258,75.6782,76.8482,78.0526,79.2764,80.4414,81.5927,82.8538,84.1795,85.4677,86.7022,87.9241,89.1903,90.3989,91.4760,92.4199,93.3305,94.2740,95.3023,96.3824,97.4565,98.4914,99.4851,100.4716,101.4784,102.5033,103.5486,104.5906,105.6143,106.6210,107.6243,108.6341
Player85OnsetTimes,12.5920,15.1719,16.5705,17.4809,18.1749,19.8385,20.9610,22.1669,23.4751,24.7777,26.2746,27.6756,28.8448,30.0276,31.2687,33.7048,35.1044,35.7055,36.5796,38.9236,40.3110,41.0085,42.5400,43.6904,45.5817,46.8003,47.6768,49.4662,50.7286,52.5561,53.5546,55.1041,56.1497,58.0277,59.2100,60.0213,62.0081,63.3650,64.3667,66.1964,67.4854,68.3726,70.2270,71.5162,72.4744,73.3881,74.4994,75.7245,77.0029,78.1918,79.3262,80.3947,82.6655,83.9764,84.5318,85.4518,87.4102,88.6275,89.3763,90.0490,90.9477,92.1292,93.3910,94.5365,95.5073,96.3824,97.2858,98.2917,99.3860,100.5045,101.5730,102.5592,103.5174,104.4953,105.5204,106.5887,107.6392,108.6646
Player86OnsetTimes,13.4948,15.0411,15.7771,16.7826,18.0440,19.3840,21.8200,23.3638,24.0580,24.9204,25.9904,28.5734,29.9436,30.4634,31.2938,33.0417,34.3827,35.4362,37.3109,38.6597,39.4947,41.2184,42.5565,43.5261,45.3450,46.6723,47.7081,49.6565,50.8890,51.6585,53.3985,54.8086,55.9598,58.2434,59.5519,60.2021,61.6761,62.9019,64.1382,65.3817,66.8225,68.3126,69.7421,71.0851,72.4263,73.6699,74.8263,75.8620,76.9255,78.0367,79.2436,80.4569,81.6700,82.9602,84.2708,85.5148,86.7188,87.9397,89.2370,90.4605,91.5237,92.4668,93.3602,94.3058,95.3391,96.4275,97.5026,98.5367,99.5329,100.5045,101.4934,102.5432,103.6104,104.6507,105.6451,106.6370,107.6392,108.6646
Player87OnsetTimes,13.5416,15.0884,15.7887,16.7599,18.0085,20.7329,21.9767,22.5321,23.6629,25.7014,27.0524,27.7701,28.9277,30.0161,31.1590,33.5506,34.9885,35.6705,36.6509,38.9820,40.2862,40.9058,42.4099,43.5932,45.6130,46.8776,47.7081,49.3344,50.5403,52.5242,53.6328,54.3994,56.3401,57.7630,58.7776,60.7427,62.0398,62.8556,64.7683,66.0307,67.0070,68.9661,70.2270,71.0546,72.9299,74.1579,74.9034,76.1739,77.1278,77.9595,79.9670,81.1750,81.7976,83.1752,84.3171,85.3261,87.5295,88.8140,89.4382,89.9377,90.7679,92.0026,93.3761,94.5843,95.5381,96.3522,97.2096,98.2170,99.3393,100.4716,101.5400,102.5432,103.5027,104.4802,105.4902,106.5401,107.5931,108.6341
Player88OnsetTimes,13.0950,15.1588,16.1868,17.1062,18.0677,20.2856,21.4794,22.3554,24.2097,25.3664,26.3215,28.2436,29.3642,30.1218,31.7809,32.9087,33.8958,36.1975,37.4845,38.2790,39.6810,40.8132,42.0056,44.5438,45.8629,46.4440,47.7562,48.8945,51.2617,52.5724,53.1743,54.6543,55.9598,57.2011,59.8155,61.2246,61.7724,62.7162,65.0324,66.3990,67.1776,68.6221,69.7576,70.8400,72.1434,73.5310,74.8728,75.9852,76.9874,77.9745,80.2239,81.4484,81.9203,82.9602,84.0418,86.4150,87.7383,88.2458,89.2210,90.1569,91.1603,92.2388,93.3305,94.3824,95.3849,96.3522,97.3315,98.3527,99.4023,100.4551,101.4934,102.5033,103.5027,104.5119,105.5385,106.5715,107.6086,108.6341
Player89OnsetTimes,13.1297,15.1954,16.1976,17.0944,18.0440,20.2622,21.4794,22.3668,24.2225,25.3664,26.3096,28.2320,29.3642,30.1218,31.7809,32.9087,33.8958,36.1975,37.4845,38.2790,39.6810,40.8132,42.0056,44.5438,45.8629,46.4440,47.7562,48.8945,51.2617,52.5724,53.1743,54.6543,55.9598,57.2011,59.8155,61.2246,61.7724,62.7162,65.0324,66.3990,67.1776,68.6221,69.7576,70.8400,72.1434,73.5310,74.8728,75.9852,76.9874,77.9745,80.2239,81.4484,81.9203,82.9602,84.0418,86.4150,87.7383,88.2458,89.2210,90.1569,91.1603,92.2388,93.3305,94.3824,95.3849,96.3522,97.3315,98.3527,99.4023,100.4551,101.4934,102.5033,103.5027,104.5119,105.5385,106.5715,107.6086,108.6341
Player90OnsetTimes,12.7100,14.7774,16.0951,17.2943,18.3300,20.2856,21.2938,22.1791,24.3199,25.6105,26.4879,28.0656,29.0692,29.9557,32.0560,33.3107,34.1093,35.8365,36.9691,38.0309,40.1912,41.5156,42.3604,43.8809,44.9408,47.0690,48.3953,49.0826,50.5245,51.7142,53.9814,55.3538,56.0862,57.5713,58.7776,59.9134,62.5136,63.9539,64.5860,65.5336,67.7410,69.0880,69.8176,71.2987,72.5368,73.5784,74.6258,75.6940,76.8638,78.0526,79.2617,80.4259,81.5927,82.8688,84.2098,85.4827,86.7022,87.9088,89.1747,90.3844,91.4519,92.4045,93.3305,94.2906,95.3234,96.3976,97.4565,98.4761,99.4665,100.4551,101.4784,102.5273,103.5639,104.5906,105.5990,106.6052,107.6243,108.6489
Player91OnsetTimes,12.7837,14.8616,16.1252,17.2709,18.2835,20.2622,21.3055,22.2024,24.3199,25.5869,26.4627,28.0771,29.0923,29.9693,32.0446,33.2863,34.0866,35.8365,36.9924,38.0559,40.1796,41.4888,42.3291,43.8809,44.9564,47.0864,48.3953,49.0668,50.5084,51.6935,53.9814,55.3685,56.1026,57.5564,58.7471,59.8973,62.5457,64.0007,64.6024,65.4830,67.6636,69.0564,69.8484,71.3934,72.6152,73.5934,74.5790,75.6317,76.8337,78.0681,79.3105,80.4569,81.5927,82.8372,84.1645,85.4518,86.7022,87.9397,89.2054,90.3989,91.4519,92.4045,93.3305,94.2906,95.3234,96.3976,97.4565,98.4761,99.4665,100.4551,101.4784,102.5273,103.5639,104.5906,105.5990,106.6052,107.6243,108.6489
Player92OnsetTimes,12.5806,15.1588,16.5705,17.4920,18.1749,19.8268,20.9493,22.1552,23.4751,24.7777,26.2746,27.6756,28.8448,30.0276,31.2687,33.7048,35.1044,35.7055,36.5796,38.9236,40.3110,41.0085,42.5400,43.6904,45.5817,46.8003,47.6768,49.4662,50.7286,52.5561,53.5546,55.1041,56.1497,58.0277,59.2100,60.0213,62.0081,63.3650,64.3667,66.1964,67.4854,68.3726,70.2270,71.5162,72.4744,73.3881,74.4994,75.7245,77.0029,78.1918,79.3262,80.3947,82.6655,83.9764,84.5474,85.4677,87.3946,88.6121,89.3600,90.0490,90.9627,92.1450,93.4069,94.5365,95.4931,96.3675,97.2858,98.3079,99.4193,100.5209,101.5562,102.5432,103.5174,104.5119,105.5385,106.5887,107.6392,108.6646
Player93OnsetTimes,12.5333,15.1114,16.5592,17.5169,18.2118,19.8268,20.9196,23.3406,24.6834,25.1209,26.3333,27.4643,29.6810,30.9944,31.5912,32.5609,34.8071,36.1975,36.8163,38.3753,39.5530,41.6825,42.9761,43.6090,44.7967,47.2955,48.7152,49.2247,50.1736,52.2742,53.6494,54.5919,56.4956,57.7775,58.6690,60.5841,61.9468,62.8708,64.9092,66.1568,67.0225,68.7942,70.0353,70.9782,73.1342,74.4042,75.0067,75.9086,77.6331,78.6449,79.2764,80.6603,81.7821,82.8372,85.1457,86.3986,86.8935,87.8619,88.9326,90.1259,91.3121,92.4045,93.3761,94.2740,95.2079,96.2278,97.3160,98.3992,99.4507,100.4551,101.4311,102.4246,103.4564,104.5119,105.5533,106.5715,107.5749,108.5790
Player94OnsetTimes,12.7404,14.8120,16.1071,17.2827,18.3061,20.2622,21.2938,22.1905,24.3315,25.6105,26.4879,28.0656,29.0692,29.9557,32.0560,33.3107,34.1093,35.8365,36.9691,38.0309,40.1912,41.5156,42.3452,43.8653,44.9249,47.0864,48.4278,49.1134,50.5084,51.6585,53.9508,55.3685,56.1180,57.5713,58.7619,59.8973,62.5136,63.9693,64.6024,65.5336,67.7254,69.0880,69.8330,71.3144,72.5529,73.5934,74.6258,75.6782,76.8482,78.0526,79.2764,80.4414,81.5927,82.8538,84.1795,85.4677,86.7022,87.9241,89.1903,90.3989,91.4760,92.4199,93.3305,94.2740,95.3023,96.3824,97.4565,98.4914,99.4851,100.4716,101.4784,102.5033,103.5486,104.5906,105.6143,106.6210,107.6243,108.6341
Player95OnsetTimes,12.5687,15.1468,16.5592,17.4920,18.1874,19.8385,20.9493,22.1552,23.4751,24.7892,26.2866,27.6869,28.8566,30.0388,31.2687,33.7048,35.1044,35.7055,36.5796,38.9236,40.3110,41.0085,42.5400,43.6904,45.5817,46.8003,47.6768,49.4662,50.7286,52.5561,53.5546,55.1041,56.1497,58.0277,59.2100,60.0213,62.0081,63.3650,64.3667,66.1964,67.4854,68.3726,70.2270,71.5162,72.4744,73.3881,74.4994,75.7245,77.0029,78.1918,79.3262,80.3947,82.6655,83.9764,84.5318,85.4518,87.4102,88.6275,89.3763,90.0490,90.9477,92.1292,93.3910,94.5365,95.5073,96.3824,97.2858,98.2917,99.3860,100.5045,101.5730,102.5592,103.5174,104.4953,105.5204,106.5887,107.6392,108.6646
Player96OnsetTimes,12.5806,15.1588,16.5705,17.4920,18.1749,19.8268,20.9493,22.1552,23.4751,24.7777,26.2746,27.6756,28.8448,30.0276,31.2687,33.7048,35.1044,35.7055,36.5796,38.9236,40.3110,41.0085,42.5400,43.6904,45.5817,46.8003,47.6768,49.4662,50.7286,52.5561,53.5546,55.1041,56.1497,58.0277,59.2100,60.0213,62.0081,63.3650,64.3667,66.1964,67.4854,68.3726,70.2270,71.5162,72.4744,73.3881,74.4994,75.7245,77.0029,78.1918,79.3262,80.3947,82.6655,83.9764,84.5474,85.4677,87.3946,88.6121,89.3600,90.0490,90.9627,92.1450,93.4069,94.5365,95.4931,96.3675,97.2858,98.3079,99.4193,100.5209,101.5562,102.5432,103.5174,104.5119,105.5385,106.5887,107.6392,108.6646
